"","Id","country","city","settlement","establish","population","structures","kyc_pop","kyc_year","gpw20","gpw15","ghs15","hrsl18","wp_pb20","wp_u18","wp_u15","wp_c20","wpe16","ls18","ls15","grid16","area_m2"
"710","8","South Africa","Cape Town","A.T MICHAEL MAPHONGWANA","1992","297","100",297,2018,42.1622505187988,38.764820098877,44.5103225708008,41.5849685668945,15.3452205657959,38.3515892028809,35.0423011779785,32.1038551330566,0.0571049228310585,5.13978481292725,5.22529363632202,42.1622505187988,2087.09571296349
"86","9","South Africa","Cape Town","AT 5","1987","336","42",336,2018,80.5543899536133,74.0633239746094,70.3692398071289,247.728408813477,70.6217727661133,162.752044677734,152.092071533203,168.320831298828,0.146498382091522,12.1175222396851,12.2640762329102,80.5543899536133,5354.28702196479
"91","10","South Africa","Cape Town","AT 6","1985","336","112",336,2018,48.0624847412109,44.1896171569824,32.2105751037598,53.0419731140137,32.2297172546387,60.747200012207,56.5220680236816,65.5268936157227,0.0555102601647377,5.06629323959351,5.12710094451904,48.0624847412109,2028.8132151207
"101","11","South Africa","Cape Town","BALA ELIBOMVU","2007","105","36",105,2018,17.9413394927979,16.4956283569336,15.4646625518799,24.1027336120605,15.1246757507324,29.4575042724609,27.4694328308105,32.9169273376465,0.0254863575100899,1.53379642963409,1.59767293930054,17.9413394927979,931.486544523388
"111","12","South Africa","Cape Town","BARCELONA","1995","2400","832",2400,2018,5426.0126953125,4988.78515625,5112.20947265625,6943.62353515625,4671.04345703125,6156.07861328125,5733.45751953125,7207.35205078125,7.61762714385986,3026.99487304688,3523.83325195312,5426.0126953125,278412.376785391
"121","13","South Africa","Cape Town","BARDALE","2007","4500","1500",4500,2018,838.67431640625,771.094055175781,244.482055664062,217.779052734375,766.079528808594,322.258514404297,302.762634277344,290.059143066406,1.50211811065674,76.3151550292969,63.2149391174316,838.67431640625,54900.0683096088
"131","14","South Africa","Cape Town","BETTER LIFE","2007","66","61",66,2018,64.458740234375,59.2646598815918,69.4337387084961,113.439765930176,37.2472801208496,103.949356079102,102.607696533203,132.376892089844,0.0659206733107567,17.1675300598145,17.3895606994629,64.458740234375,2409.29762239195
"141","15","South Africa","Cape Town","CONSTANTIA","2008","1800","134",1800,2018,69.4278335571289,63.8333473205566,67.1184692382812,104.388359069824,58.7180862426758,104.926071166992,97.6275939941406,115.156745910645,0.0986248925328255,5.93535184860229,6.18253612518311,69.4278335571289,3604.58569444073
"151","16","South Africa","Cape Town","DONTSA PHILLIPI","2002","45","15",45,2018,18.5122051239014,17.0204925537109,13.1395130157471,15.2293691635132,8.78645610809326,18.6138553619385,18.3126811981201,23.0516166687012,0.0152224488556385,4.4127721786499,4.87791681289673,18.5122051239014,556.356708570151
"161","17","South Africa","Cape Town","DUENS","2006","240","16",240,2018,13.1161365509033,12.0592393875122,10.7613220214844,10.890661239624,5.96726703643799,14.1584281921387,12.5146646499634,16.2028942108154,0.0158209837973118,7.25343084335327,7.45414733886719,13.1161365509033,578.232220641337
"171","18","South Africa","Cape Town","EKUPHUMLENI","2007","2100","316",2100,2018,36.6478538513184,33.6947746276855,76.6027297973633,157.265914916992,69.7667388916016,133.848526000977,126.735832214355,176.220108032227,0.0946149006485939,5.47072744369507,5.43271350860596,36.6478538513184,3458.02685533464
"181","19","South Africa","Cape Town","ENKANINI","2003","390","135",390,2018,41.1499519348145,37.8340911865234,78.0204925537109,113.383071899414,54.6441650390625,199.087692260742,189.266860961914,199.925201416016,0.0775798112154007,6.50573492050171,6.49411487579346,41.1499519348145,2835.42101302557
"191","20","South Africa","Cape Town","EZITAXIN","2004","153","53",153,2018,158.477905273438,145.707778930664,85.0212936401367,80.0610733032227,48.6320114135742,91.2210006713867,80.3575210571289,79.2841567993164,0.130315199494362,37.7765312194824,41.7585105895996,158.477905273438,4762.81703801686
"201","21","South Africa","Cape Town","FLAMINGO","1994","294","104",294,2018,29.2393188476562,26.8832168579102,12.9358072280884,7.81348514556885,21.9336891174316,8.12756538391113,7.27854490280151,7.12728404998779,0.113530784845352,34.9271621704102,34.6204833984375,29.2393188476562,4149.37289196625
"211","22","South Africa","Cape Town","GARDEN CITY","1994","2160","720",2160,2018,579.668823242188,532.959106445312,561.766357421875,1246.94311523438,734.164489746094,1149.22119140625,1075.37438964844,1202.85571289062,1.39822018146515,76.2537612915039,35.3557052612305,579.668823242188,51102.7607771493
"221","23","South Africa","Cape Town","GRAVE YARD","1991","400","109",400,2018,588.438293457031,541.022033691406,489.456085205078,1131.84716796875,453.112487792969,860.425415039062,799.189819335938,1044.40649414062,0.546905994415283,61.0232124328613,54.6885299682617,588.438293457031,19988.5588107156
"231","24","South Africa","Cape Town","GREEN PARK","1994","600","214",600,2018,1918.59069824219,1763.99084472656,706.182922363281,1098.41027832031,841.959411621094,715.674377441406,670.614807128906,888.863037109375,4.37161207199097,180.221115112305,112.388031005859,1918.59069824219,159775.598524828
"241","25","South Africa","Cape Town","GXAGXA","1990","900","305",900,2018,189.704452514648,174.418090820312,165.350006103516,283.289978027344,62.3836708068848,240.382659912109,226.744934082031,238.645721435547,0.228825822472572,104.909561157227,107.812614440918,189.704452514648,8363.22670372948
"251","26","South Africa","Cape Town","K2","1985","1855","271",1855,2018,366.115142822266,336.613616943359,324.073455810547,698.58935546875,230.948852539062,581.41796875,545.982360839844,623.702758789062,0.418036013841629,33.9252891540527,17.6624965667725,366.115142822266,15278.563103877
"261","27","South Africa","Cape Town","KANANA","1989","9000","3050",9000,2018,4015.65478515625,3692.07373046875,4388.93603515625,7970.095703125,3921.02099609375,6564.49951171875,6115.880859375,8275.4013671875,6.41885471343994,2735.33203125,2913.35009765625,4015.65478515625,234599.107508592
"02","1","Kenya","Kisumu","KOWINO","1962","18132","975",18132,2014,3602.0615234375,3376.04150390625,6404.78369140625,10371.15234375,4073.64965820312,6421.6591796875,6437.70166015625,7375.64892578125,8.25166034698486,2206.57690429688,1628.23303222656,3602.0615234375,386177.697590418
"112","2","Kenya","Kisumu","KREKI","1920","4680","586",4680,2014,497.625823974609,466.401123046875,94.771369934082,1476.57006835938,1306.03381347656,999.507141113281,1000.24743652344,1538.1845703125,5.60682058334351,496.147399902344,444.140167236328,497.625823974609,262399.201149788
"212","3","Kenya","Kisumu","Kudho village","1950","470","64",470,2016,541.82470703125,507.826599121094,0,470.548034667969,173.962539672852,489.300537109375,436.400329589844,280.031768798828,4.32125473022461,107.211219787598,295.101409912109,541.82470703125,202234.714101277
"311","4","Kenya","Kisumu","KWOYO VILLAGE","1920","11753","410",11753,2016,7479.55810546875,7010.2353515625,1272.01013183594,8022.98046875,2896.27197265625,6229.4462890625,6097.27392578125,7176.85693359375,10.876522064209,2759.6064453125,2114.44018554688,7479.55810546875,509021.241957539
"411","5","Kenya","Kisumu","MAMBOLEO","1970","315","118",315,2014,77.9969253540039,73.1028213500977,977.585571289062,229.785797119141,310.201934814453,284.145751953125,282.828765869141,433.574737548828,0.983023345470428,506.701507568359,409.555053710938,77.9969253540039,46005.492748819
"511","6","Kenya","Kisumu","MANYATTA  ARAB","1950","1496","145",1496,2014,509.351470947266,477.390960693359,93.5518798828125,369.481597900391,675.757873535156,219.128692626953,211.293930053711,1048.01416015625,1.71383702754974,457.434204101562,342.494232177734,509.351470947266,80207.5731527169
"611","7","Kenya","Kisumu","MANYATTA LOWER KANYAKWAR UNIT","1940","4753","245",4753,2014,3101.2939453125,2906.69580078125,1860.2470703125,3422.18432617188,1272.79443359375,3109.50415039062,3011.09643554688,3114.89428710938,4.00110769271851,1630.65747070312,1169.50805664062,3101.2939453125,187251.829929939
"711","8","Kenya","Kisumu","META META","1970","4284","251",4284,2014,5383.16455078125,5045.384765625,2853.13354492188,9499.4619140625,2068.84741210938,6976.0205078125,6819.20556640625,5862.7783203125,5.62209320068359,5568.17138671875,2090.5029296875,5383.16455078125,263113.958290636
"87","9","Kenya","Kisumu","ANGIRA","1919","420","48",420,2014,169.829452514648,159.173095703125,32.7157211303711,281.838989257812,297.194549560547,222.444320678711,196.72492980957,282.489318847656,1.96176338195801,255.681045532227,1523.18823242188,169.829452514648,92937.893481973
"92","10","Kenya","Kisumu","BANDANI BRIGHT LIGHT","1920","3204","180",3204,2014,396.124969482422,371.269165039062,605.994201660156,919.773864746094,776.585754394531,571.6640625,612.490112304688,861.459716796875,4.80319881439209,193.262512207031,247.225082397461,396.124969482422,224789.710166542
"102","11","Kenya","Kisumu","BANDANI CENTRE VILLAGE","1970","14567","854",14567,2014,229.341354370117,214.950790405273,74.3886871337891,522.969604492188,936.3447265625,331.526184082031,320.374481201172,1172.54028320312,2.78805327415466,235.396484375,210.102844238281,229.341354370117,130480.892235946
"113","12","Kenya","Kisumu","BREAK POINT","1980","1365","316",1365,2014,2419.97509765625,2268.1279296875,206.446716308594,3946.42749023438,1063.3251953125,1855.13305664062,1681.49108886719,1972.94165039062,4.01419115066528,514.018798828125,410.351898193359,2419.97509765625,187864.140703269
"122","13","Kenya","Kisumu","DAGO","1960","5094","523",5094,2014,2576.30834960938,2414.65161132812,2719.94873046875,6352.48291015625,1896.21496582031,3759.28930664062,3596.83520507812,2238.50317382812,6.36750507354736,5789.9794921875,4796.849609375,2576.30834960938,297999.246467397
"132","14","Kenya","Kisumu","Dunga","1967","10098","826",10098,2016,2997.791015625,2809.6875,572.021118164062,6478.087890625,1448.67883300781,1618.60681152344,1577.95190429688,1646.08361816406,2.26060891151428,96.3149490356445,97.376953125,2997.791015625,356989.651680975
"142","15","Kenya","Kisumu","GOT OWAK","1970","14856","1414",14856,2014,6054.5712890625,5674.66259765625,1834.67687988281,10801.57421875,2956.62622070312,6399.4521484375,6040.7998046875,5514.69677734375,5.69057035446167,2417.572265625,1906.76135253906,6054.5712890625,789982.337803794
"152","16","Kenya","Kisumu","Ka water","1960","5010","392",5010,2016,1235.80297851562,1158.25952148438,6607.88916015625,5007.2900390625,1928.44653320312,3029.46752929688,3057.19775390625,3236.14038085938,3.75120496749878,1240.71826171875,919.076049804688,1235.80297851562,175556.3874467
"162","17","Kenya","Kisumu","KALOLENI","1935","10848","617",10848,2014,873.555908203125,818.742492675781,656.108215332031,1411.30725097656,697.239318847656,975.352478027344,913.08056640625,1385.09594726562,1.92432427406311,825.52392578125,611.482177734375,873.555908203125,90058.3783678028
"172","18","Kenya","Kisumu","KASARANI","1997","3495","167",3495,2016,496.439727783203,465.289398193359,1274.58068847656,1768.25805664062,1287.39147949219,924.423400878906,866.076904296875,1527.1591796875,3.8306519985199,614.676879882812,622.428588867188,496.439727783203,179274.511628739
"182","19","Kenya","Kisumu","KIBOS market","1970","2365","585",2365,2014,19.38063621521,18.16455078125,625.135681152344,72.3317108154297,211.902053833008,43.4546279907227,42.8277015686035,137.974838256836,0.431509494781494,41.6037635803223,689.722045898438,19.38063621521,20194.6447926695
"192","20","Kenya","Kisumu","KIBOS NUBIAN","1937","858","104",858,2014,84.0285797119141,78.7560043334961,1024.72961425781,286.522338867188,545.192016601562,114.133987426758,100.434494018555,460.772033691406,1.87089478969574,180.38134765625,2990.42651367188,84.0285797119141,87557.8778053208
"202","21","Kenya","Kisumu","KILO","1958","5830","583",5830,2016,1799.27917480469,1686.37915039062,4132.80810546875,6549.39453125,2950.95556640625,3910.70654296875,3835.49291992188,5265.04443359375,6.73098373413086,1948.00756835938,1403.25244140625,1799.27917480469,319982.519453379
"213","22","Kenya","Kisumu","KONA-MBUTA","1920","8255","383",8255,2014,2713.77172851562,2543.48974609375,1468.39233398438,3764.103515625,962.736877441406,3197.7373046875,3057.494140625,2496.13842773438,2.4545419216156,1030.03588867188,765.107177734375,2713.77172851562,114872.566656196
"222","23","Kenya","Kisumu","KONDELE","1969","4805","399",4805,2014,6768.8505859375,6344.123046875,6708.3935546875,9543.19921875,2341.30297851562,6170.107421875,5738.939453125,5904.3837890625,5.57867860794067,2993.17431640625,2220.67333984375,6768.8505859375,261082.166759547
"03","1","Uganda","Kampala","Kifumbira","1970","12000","600",12000,2017,6390.00830078125,5781.81591796875,5177.15087890625,9542.0771484375,5014.357421875,6002.24658203125,5551.28466796875,7352.7783203125,11.0060272216797,6536.7431640625,6533.04296875,6390.00830078125,475924.682396006
"114","3","Uganda","Kampala","Kinawataka","1881","24000","7000",24000,2017,5506.978515625,4967.435546875,7374.00537109375,11769.369140625,9707.576171875,5150.2666015625,4865.93408203125,9591.7978515625,14.6237735748291,3141.69799804688,2395.44213867188,5506.978515625,632363.966913566
"214","5","Uganda","Kampala","Kisenyi 1","1986","2400","700",2400,2017,1698.79272460938,1537.10412597656,1496.88403320312,2657.63012695312,1315.48828125,1407.67346191406,1251.04663085938,1824.01281738281,5.23299741744995,1391.88818359375,1070.26098632812,1698.79272460938,226286.246508573
"312","6","Uganda","Kampala","Kisenyi III","1986","8000","900",8000,2017,2532.16357421875,2291.15600585938,1496.76782226562,4069.37768554688,2278.61474609375,1559.85961914062,1451.56176757812,2775.03662109375,5.61897230148315,5002.287109375,5315.9404296875,2532.16357421875,242976.650773897
"412","7","Uganda","Kampala","Kisugu","1920","23500","1616",23500,2017,3779.93115234375,3420.16284179688,5173.55078125,8324.1103515625,4565.67919921875,4122.54833984375,3782.57104492188,6075.80322265625,8.18067073822021,5408.68017578125,6020.28271484375,3779.93115234375,353750.112132895
"512","8","Uganda","Kampala","Kyebando Kisalosalo","1949","30000","1000",30000,2017,3374.2392578125,3053.08374023438,3225.84985351562,6014.36865234375,3090.24658203125,3152.37744140625,2889.22265625,4224.59228515625,5.90309715270996,3496.17749023438,3572.19897460938,3374.2392578125,255262.833675933
"612","9","Uganda","Kampala","Makerere III","1970","3000","200",3000,2017,9356.3056640625,8464.9091796875,7658.67529296875,12820.4833984375,6964.94921875,7788.7470703125,7232.01025390625,8591.9814453125,13.8528184890747,14426.873046875,14994.966796875,9356.3056640625,599026.164847228
"712","10","Uganda","Kampala","Mambo bado-kiseyi luzira","1990","50000","1615",50000,2017,2819.78686523438,2551.40356445312,2378.28100585938,6434.423828125,4340.61669921875,2642.3408203125,2443.615234375,4870.7490234375,7.44049024581909,1928.92565917969,1746.20178222656,2819.78686523438,321743.081649492
"88","11","Uganda","Kampala","Mengo","1986","3000","800",3000,2013,3576.5732421875,3236.16015625,2629.01123046875,6808.59765625,4099.02099609375,2304.24145507812,2078.40600585938,4654.20751953125,8.04159450531006,7854.29931640625,7866.08984375,3576.5732421875,347736.159577787
"93","12","Uganda","Kampala","Banda","1880","50000","2000",50000,2017,4673.1669921875,4041.97924804688,5223.16748046875,7946.26025390625,7225.1728515625,4531.54541015625,4303.23291015625,7360.2109375,13.4528331756592,3307.1826171875,2851.0361328125,4673.1669921875,581729.929410853
"103","13","Uganda","Kampala","Bukasa","1890","25000","2000",25000,2013,3385.05004882812,3062.86596679688,1386.01477050781,6568.51318359375,5130.9580078125,2932.81494140625,2884.59008789062,5085.59765625,6.71573066711426,4960.87548828125,5548.9697265625,3385.05004882812,290402.89075835
"115","14","Uganda","Kampala","Bukesa Kakajjo","1986","5400","250",5400,2017,5655.0615234375,5116.82080078125,4489.5830078125,9867.294921875,4705.16845703125,4009.087890625,3677.84033203125,6369.9013671875,11.7788305282593,13998.509765625,14622.7900390625,5655.0615234375,509342.420692682
"123","15","Uganda","Kampala","Bukooza (lugala) Kosovo","1989","15000","2510",15000,2013,2235.45288085938,2022.68579101562,835.817138671875,5001.78271484375,2450.978515625,1854.62878417969,1700.57067871094,2824.10791015625,3.5426037311554,953.774780273438,607.004699707031,2235.45288085938,153189.933171974
"133","16","Uganda","Kampala","Bukoto I","1986","48000","15795",48000,2017,6661.92822265625,6027.85546875,7682.62744140625,11417.5361328125,8312.51953125,6280.8310546875,5671.12353515625,9146.900390625,15.3759117126465,6550.85546875,6531.283203125,6661.92822265625,664888.042961501
"143","17","Uganda","Kampala","Bunzaali zone","1920","54000","4000",54000,2017,1668.15295410156,1407.72717285156,1119.36437988281,1842.34692382812,2344.53076171875,1703.98291015625,1549.07934570312,2924.80126953125,3.66321754455566,934.851623535156,53.7295036315918,1668.15295410156,158405.54356467
"153","18","Uganda","Kampala","Busega","1980","36000","10000",36000,2017,5464.84765625,4932.7158203125,3734.64306640625,9722.30859375,4493.59033203125,4139.51318359375,3934.70532226562,5904.39501953125,8.77532196044922,2407.53076171875,1559.5419921875,5464.84765625,379464.111132891
"163","19","Uganda","Kampala","Bwaise 2","1986","42000","1700",42000,2017,13079.3212890625,11128.869140625,10016.9775390625,22440.337890625,11215.318359375,10799.1337890625,9877.93359375,14749.9833984375,18.0260334014893,16931.126953125,17166.4609375,13079.3212890625,779485.12135651
"173","20","Uganda","Kampala","Bwaise III","1960","35000","1600",35000,2017,8347.8291015625,7265.109375,6170.19091796875,11858.201171875,6144.513671875,6773.65625,6272.73828125,8189.72900390625,11.9907894134521,10699.828125,10988.40234375,8347.8291015625,518507.950069113
"183","21","Uganda","Kampala","Bwaise I-Lule zone","1980","37500","2000",37500,2017,14478.9375,13098.115234375,11954.193359375,24934.3828125,11447.97265625,12880.2783203125,12047.025390625,15990.26953125,21.4343662261963,9718.126953125,10099.0166015625,14478.9375,926868.874919876
"193","23","Uganda","Kampala","Kagugube","1950","15000","650",15000,2017,2433.04370117188,2201.47021484375,1719.75244140625,3759.3779296875,2592.96313476562,1701.06628417969,1545.43725585938,3208.24072265625,5.34007787704468,9812.775390625,10248.9189453125,2433.04370117188,230916.658276226
"203","24","Uganda","Kampala","Kalerwe","1970","9000","500",9000,2017,1191.05932617188,1077.69592285156,962.497619628906,1730.90576171875,1225.51354980469,1013.53503417969,942.827392578125,1473.26391601562,1.76365125179291,2879.93994140625,2993.490234375,1191.05932617188,76264.1397765102
"215","25","Uganda","Kampala","Kamwokya II","1800","6380","650",6380,2017,4888.85546875,4423.541015625,4422.7587890625,10979.52734375,7529.892578125,3454.76220703125,3118.84448242188,7185.32275390625,11.3969640731812,3046.33447265625,2686.26489257812,4888.85546875,492829.659365136
"223","26","Uganda","Kampala","Kasubi","1800","50000","28200",50000,2017,11888.935546875,10757.2490234375,13802.755859375,25456.794921875,13212.0517578125,11150.5703125,10440.7568359375,14936.728515625,18.9048366546631,17451.998046875,18165.666015625,11888.935546875,817486.530852038
"232","27","Uganda","Kampala","Kataba - Biyinja","1986","35000","5300",35000,2017,2531.67919921875,2290.7177734375,1284.55688476562,4341.98486328125,2712.2919921875,2298.06494140625,2090.52490234375,3355.41015625,4.67319011688232,8995.482421875,10190.6552734375,2531.67919921875,202078.964683671
"242","28","Uganda","Kampala","Katanga","1970","5000","250",5000,2017,2764.31567382812,2501.2119140625,2342.64233398438,4848.19384765625,2579.35668945312,2565.86840820312,2436.14013671875,3335.0390625,4.70745754241943,6935.66162109375,7124.29296875,2764.31567382812,203560.751326954
"252","29","Uganda","Kampala","Katwe II","1986","42000","3550",42000,2017,3955.80249023438,3579.29516601562,2252.84790039062,6275.73388671875,5032.85546875,3872.88061523438,3566.23876953125,5982.9404296875,7.94374656677246,9177.05859375,10382.365234375,3955.80249023438,343504.987288408
"262","30","Uganda","Kampala","Kawaala","1800","42000","5500",42000,2017,10213.2568359375,9175.265625,11524.291015625,21337.22265625,9780.2587890625,9393.2861328125,8604.2548828125,12217.5908203125,15.870005607605,12717.1875,13239.7275390625,10213.2568359375,686253.766897297
"271","31","Uganda","Kampala","Kazo Angola","1973","34698","2140",34698,2017,9429.146484375,7792.72998046875,6447.21728515625,14956.03125,6299.20703125,7840.66796875,7242.09521484375,9436.806640625,12.5579013824463,14688.322265625,14850.7578125,9429.146484375,543031.143966947
"04","1","Sierra Leone","Freetown","Gray Bush","1990","2100","211",2100,2017,465.388702392578,408.225402832031,390.594116210938,350.026062011719,626.388916015625,490.224029541016,451.065551757812,549.176025390625,0.412055909633636,426.211212158203,395.422058105469,465.388702392578,20180.4552123025
"116","2","Sierra Leone","Freetown","Kanikay","1908","7425","503",7425,2017,422.343231201172,370.467193603516,343.407806396484,471.082397460938,515.226501464844,438.0400390625,414.030029296875,579.998291015625,0,352.942077636719,327.440948486328,422.343231201172,21001.4053015839
"216","3","Sierra Leone","Freetown","Kolleh Town off Ascencion Town","1983","12000","363",12000,2017,674.234619140625,591.4189453125,533.002868652344,591.682739257812,737.244445800781,674.078125,638.877197265625,867.361694335938,0.185364276170731,505.889526367188,469.333648681641,674.234619140625,29236.5545575246
"313","4","Sierra Leone","Freetown","Mabella","1979","1800","383",1800,2014,462.927154541016,406.066192626953,176.283676147461,369.432312011719,425.656555175781,432.507965087891,407.560791015625,525.689636230469,0,928.688781738281,861.633972167969,462.927154541016,20073.7159557045
"413","5","Sierra Leone","Freetown","Madina","1990","11368","268",11368,2017,1059.02795410156,928.948364257812,384.78125,1007.58697509766,1051.43383789062,971.981140136719,938.567321777344,1042.17370605469,1.23916101455688,255.574325561523,237.122589111328,1059.02795410156,45922.1859953667
"513","6","Sierra Leone","Freetown","Magazine Wharf","1967","6000","620",6000,2016,446.673858642578,391.808898925781,430.5087890625,400.987976074219,525.276306152344,426.341918945312,396.965576171875,500.677764892578,0,1068.13293457031,990.983276367188,446.673858642578,19381.1865145462
"613","7","Sierra Leone","Freetown","Moa Wharf","2014","6402","422",6402,2014,1184.90563964844,1039.36389160156,632.807434082031,1011.85076904297,1134.60888671875,1068.14172363281,1036.103515625,1339.87658691406,0,1866.58642578125,1731.74682617188,1184.90563964844,51413.1655711485
"713","8","Sierra Leone","Freetown","Aberdeen Crab Tong","1984","1705","368",1705,2017,1061.75451660156,931.340026855469,277.269592285156,638.862670898438,259.700164794922,965.923095703125,873.598388671875,802.034606933594,0.0445763878524303,67.0156631469727,62.1744346618652,1061.75451660156,46040.4153938154
"89","9","Sierra Leone","Freetown","Banana water","1970","87500","350",87500,2017,1045.98681640625,917.509033203125,321.089752197266,917.418884277344,926.461853027344,997.264709472656,967.053588867188,1219.484375,0.266328305006027,715.587768554688,663.885986328125,1045.98681640625,45356.6847758275
"94","10","Sierra Leone","Freetown","Bonzo","1968","672","NaN",672,2017,38.3759078979492,33.6622276306152,38.3562164306641,37.3309020996094,48.9668655395508,40.8899078369141,37.1982040405273,46.0500373840332,0.0339780896902084,35.7783393859863,33.1938018798828,38.3759078979492,1664.07840738108
"104","11","Sierra Leone","Freetown","Cassel Farm","1970","127040","2025",127040,2017,956.720092773438,839.204528808594,1071.17248535156,1703.70227050781,2080.06689453125,1637.91540527344,1500.60302734375,2067.37719726562,1.5633442401886,1236.2822265625,1146.99499511719,956.720092773438,77332.5858647656
"117","12","Sierra Leone","Freetown","Chin-Chin","1999","3600","300",3600,2017,86.7448577880859,76.0900573730469,78.1647262573242,84.3827285766602,126.962310791016,90.736572265625,82.6710968017578,96.5600662231445,0.0768040344119072,101.323287963867,94.0026168823242,86.7448577880859,3761.48074027244
"124","13","Sierra Leone","Freetown","Congo Town Wharf","1944","1750","350",1750,2018,965.035461425781,846.500915527344,798.559509277344,906.908874511719,1168.52197265625,970.31103515625,923.714721679688,1160.52062988281,0.834853708744049,755.301086425781,700.727783203125,965.035461425781,41846.4260430809
"05","1","Philippines","Davao","BUSVHAI","2003","540","135",540,2019,155.837417602539,144.055236816406,186.356903076172,181.944686889648,155.837417602539,267.652709960938,249.148971557617,140.927490234375,0,186.871337890625,198.161163330078,155.837417602539,16370.6889607757
"118","2","Philippines","Davao","CABUPHOA","1980","1092","296",1092,2018,658.512878417969,608.725646972656,2275.08154296875,575.455993652344,658.512878417969,805.06884765625,804.243225097656,1083.22534179688,0,48.0179901123047,38.0820922851562,658.512878417969,12837.5604871325
"217","3","Philippines","Davao","Castro Village","1968","236","59",236,2019,127.334465026855,117.707275390625,129.708831787109,169.696853637695,127.334465026855,103.514663696289,101.257530212402,109.217193603516,0.343908548355103,82.9678497314453,87.8400955200195,127.334465026855,13146.426252149
"314","4","Philippines","Davao","Concepcion","1995","44","12",44,2019,8.79693698883057,8.13183975219727,5.96230792999268,10.3897886276245,8.79693698883057,12.8518629074097,11.2119617462158,6.97825813293457,0,10.5487842559814,11.186089515686,8.79693698883057,924.11647946015
"414","5","Philippines","Davao","COREAS","1978","1360","343",1360,2019,546.087829589844,504.800537109375,100.982971191406,330.269775390625,546.087829589844,505.405639648438,494.0927734375,456.95751953125,0.629767417907715,78.5322113037109,64.0834503173828,546.087829589844,28271.4007640034
"514","6","Philippines","Davao","De Garden","1996","340","88",340,2019,96.168342590332,88.8974761962891,57.1191635131836,164.872344970703,96.168342590332,55.1124649047852,52.6191139221191,120.013603210449,0.365232110023499,24.7512340545654,25.7001094818115,96.168342590332,13961.5445127264
"614","7","Philippines","Davao","Dumalag 2","1993","2736","748",2736,2018,704.30517578125,651.055786132812,457.289520263672,820.959106445312,704.30517578125,463.494079589844,477.523010253906,1054.45947265625,0,89.3366622924805,75.5305252075195,704.30517578125,70456.1657134565
"714","8","Philippines","Davao","Dumalag 3","1954","1165","235",1165,2018,866.536071777344,801.021179199219,7.76828765869141,750.845458984375,866.536071777344,403.297729492188,427.648315429688,1480.10192871094,0,38.7548027038574,34.8598213195801,866.536071777344,86676.0057181045
"810","9","Philippines","Davao","Happy Times Neighborhood Association","1990","1025","208",1025,2018,217.381622314453,200.946380615234,58.1992874145508,257.063232421875,217.381622314453,253.046340942383,242.707077026367,284.221405029297,0,155.253845214844,128.138381958008,217.381622314453,21813.0799797266
"95","10","Philippines","Davao","Isla Tabok","2011","620","157",620,2018,134.289077758789,124.136077880859,34.6608428955078,153.158737182617,134.289077758789,251.198913574219,267.383453369141,174.68424987793,0,33.2852745056152,28.7497177124023,134.289077758789,13938.1624998376
"105","11","Philippines","Davao","Jose Camus Extension of Barangay 9A","1950","1340","95",1340,2015,305.586730957031,282.482666015625,82.0877380371094,515.957824707031,305.586730957031,573.247863769531,558.223693847656,449.490264892578,0.145435526967049,181.995422363281,193.009719848633,305.586730957031,5559.77871178184
"119","12","Philippines","Davao","Juan Village","1970","228","NaN",228,2020,569.936828613281,526.846435546875,125.724411010742,996.976745605469,569.936828613281,330.539337158203,317.501739501953,838.220581054688,1.64153456687927,127.515518188477,107.758178710938,569.936828613281,62750.5129824504
"125","13","Philippines","Davao","KABOPOA","1980","992","250",992,2018,3009.853515625,2782.29174804688,2808.4404296875,4638.7578125,3009.853515625,3077.71801757812,3021.68041992188,3495.24145507812,0.180105596780777,206.841506958008,183.093841552734,3009.853515625,22189.196684923
"134","14","Philippines","Davao","Mabuhay Homeowners Association","1993","2860","717",2860,2018,121.605911254883,112.411827087402,53.3242225646973,63.5123710632324,121.605911254883,77.2889633178711,75.2674407958984,172.039154052734,0,27.1453266143799,22.8790245056152,121.605911254883,12166.3154488932
"144","15","Philippines","Davao","MASEA","1990","240","42",240,2019,263.700103759766,243.762908935547,135.106582641602,257.176116943359,263.700103759766,330.714996337891,342.685668945312,388.620819091797,0.25643265247345,87.5839309692383,69.1882934570312,263.700103759766,9803.21013801917
"154","16","Philippines","Davao","MGR teachers Village","2000","159","53",159,2018,19.0612964630127,17.6201553344727,6.61775732040405,22.5127048492432,19.0612964630127,27.2022686004639,22.6699104309082,17.4877452850342,0,22.8572196960449,24.2381381988525,19.0612964630127,2002.38533207122
"164","17","Philippines","Davao","Arroyo Compound","2005","6180","1292",6180,2015,2535.03564453125,2343.373046875,2478.4150390625,2650.0400390625,2535.03564453125,2913.26196289062,2802.71899414062,3005.00073242188,6.82563352584839,2552.6728515625,2594.11499023438,2535.03564453125,275686.57638137
"174","18","Philippines","Davao","Balai","1996","420","108",420,2020,122.174255371094,112.937202453613,1.71138644218445,179.578903198242,122.174255371094,60.0847206115723,61.4064521789551,191.391204833984,0.394328385591507,20.3815212249756,17.3073635101318,122.174255371094,15074.0214450248
